@relation SemEval2016-Task6-subtaskA-testdata-gold-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-H

@attribute Tweet string
@attribute Target string
@attribute Stance {AGAINST,FAVOR}

@data
'People don\'t care about things that don\'t effect men which is the same reason it\'s sexist we don\'t cover birth control  #SemST','Legalization of Abortion',AGAINST
'The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   #SemST','Legalization of Abortion',AGAINST
'@ConnectCatholic The justification of abortion is rooted in selfishness & fear & they come from lack of faith & self centeredness #SemST','Legalization of Abortion',AGAINST
'Abortionists and their supporters are the REAL misogynists! #Catholic #Christian #progressive #liberal #SemST','Legalization of Abortion',AGAINST
'Some babies die by chance, none should die by choice! #SemST','Legalization of Abortion',AGAINST
'I would never expect an 11 year old girl to have to carry a pregnancy to term #SemST','Legalization of Abortion',FAVOR
'I wonder if #antichoice ever wonder if the pregnant #teen they denied accurate #SexED to could have been the one to cure cancer. #SemST','Legalization of Abortion',FAVOR
'@Fungirl3part2 repent wen u commit a grave act like murder of a baby did u #abort ur baby?yes? then YOU repent! #hell s 4 eternity #SemST','Legalization of Abortion',AGAINST
'Helping achieve repro. justice 1 step @ a time. #abfunds #love #compassion #abortionrights #nnaf #SemST','Legalization of Abortion',FAVOR
'@LifeSite Right, where are the pre-born women\'s rights? #allLivesMatter #equalRights #SemST','Legalization of Abortion',AGAINST
'I will fight for the unborn! #SemST','Legalization of Abortion',AGAINST
'@nosilentsprings And an even worse place from which to make medical decisions FOR OTHER PEOPLE #mybodymychoice #notyours #notgovt #SemST','Legalization of Abortion',FAVOR
'#Fiona Bruce wants a government that forces women to have children, and then refuses to financially help them. #bodyautonomy #SemST','Legalization of Abortion',FAVOR
'Liberals say I need more tolerance. I say screw tolerating murder.                                #AbortionKills #ToleranceIsDeath #SemST','Legalization of Abortion',AGAINST
'@ProWomanChoice @laurawrpie @JaxLeSigh both r #human. 1e u abuse with misinformation (#women) n d other u kill by #baby #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban @laurawrpie Every time I \"\"discuss\"\" with \"\"#prolife\"\" it reaffirms my belief that #antichoice are complete idiots. #SemST','Legalization of Abortion',FAVOR
'Women ARE capable of making decisions #SemST','Legalization of Abortion',FAVOR
'@laurawrpie @ProWomanChoice d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts #SemST','Legalization of Abortion',AGAINST
'Oh you dont like that Im Pro-choice.  Pftt. Dont try to force me to be pro-life. Fuck off   #sorrynotsorry #SemST','Legalization of Abortion',FAVOR
'Not sure where I stand on God and religion.  Still, don\'t need to be a Christian or religious to be against abortion.  #evil #SemST','Legalization of Abortion',AGAINST
'#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST','Legalization of Abortion',FAVOR
'Anti choice laws only effect women.  People don\'t care about things that don\'t effect men #SemST','Legalization of Abortion',FAVOR
'People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST','Legalization of Abortion',FAVOR
'You can\'t give the \"\"death penalty\"\" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST','Legalization of Abortion',FAVOR
'@ShowTruth if they made it illegal, people would use coat hangers, and your photos would really be messed up. #letdoctorsdoit #SemST','Legalization of Abortion',FAVOR
'Abortion is genocide - I don\'t think you know what genocide means.  #ygk #SemST','Legalization of Abortion',AGAINST
'Yea, let\'s make a woman suffer 18 years and raise a child with an unfit parent who hates it because of \"\"morality\"\". #SemST','Legalization of Abortion',FAVOR
'Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST','Legalization of Abortion',FAVOR
'Anti-choice laws are entirely men controlling women  #SemST','Legalization of Abortion',FAVOR
'A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman\'s choice matters more #SemST','Legalization of Abortion',FAVOR
'What about in cases of rape #SemST','Legalization of Abortion',FAVOR
'Only one can have bodily autonomy #SemST','Legalization of Abortion',FAVOR
'Antis don\'t care because the only people the laws are hurting are females and they don\'t care about things that don\'t effect men #SemST','Legalization of Abortion',FAVOR
'Like 96\% of antis don\'t care about breathing viable persons, and 100\% care about embryos more #SemST','Legalization of Abortion',FAVOR
'Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST','Legalization of Abortion',FAVOR
'This is the same reason it\'s sexist that we don\'t cover women\'s birth control. Any issue that primarily effects women is ignored #SemST','Legalization of Abortion',FAVOR
'Woman\'s Heartbreaking Letter to Father of Baby She Aborted: \"\"I\'m So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST','Legalization of Abortion',AGAINST
'We declare that all people have worth and value even if the whole world calls them \"\"unwanted\"\"! #SemST','Legalization of Abortion',AGAINST
'I\'m kind of scared for the elderly in our country. In a few years, we\'ll be aborting them too. #americathesocialist #SemST','Legalization of Abortion',AGAINST
'FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism #SemST','Legalization of Abortion',AGAINST
'Where\'s the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother\'s womb #MiddleAmerica #SemST','Legalization of Abortion',AGAINST
'@ShowTruth YOU CAN\'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST','Legalization of Abortion',FAVOR
'@XaviPereda @HillaryClinton sorry Hilary but I\'m #southern and don\'t bleed that #rainbow #BleedRed #america #southwillriseagain #SemST','Legalization of Abortion',AGAINST
'Why do people think it\'s ok to get an abortion...  What the fuck is wrong with you? What if your mom aborted you, you sick fuck! #SemST','Legalization of Abortion',AGAINST
'.@JessieLosch There is no such thing as a \"\"safe & alive\"\" abortion because every abortion that goes as intended leaves >= 1 dead #SemST','Legalization of Abortion',AGAINST
'@SenSchumer You sponsored the religious freedom bill. What is this bill that allows killing full term babies in NY? #tcot #SemST','Legalization of Abortion',AGAINST
'@JonathaASwift @TomAdams9999 They  are BOTH alive & human from conception Just earlier phase of life\'s continuum! @chooseliferacer #SemST','Legalization of Abortion',AGAINST
'Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST','Legalization of Abortion',FAVOR
'C7German: Heaven is our Goal,  life is our conquest  #socialmedia #technology #catholic #SemST','Legalization of Abortion',AGAINST
'@NBCLA #SB128 isn\'t opposed merely b/c it\'s against God\'s will (as if we\'re neanderthals). It\'s murder. Like #SemST','Legalization of Abortion',AGAINST
'Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don\'t play righteous when you\'re advocating the endangerment of women. #womensrights #SemST','Legalization of Abortion',FAVOR
'It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife #SemST','Legalization of Abortion',FAVOR
'@paigeymadisonn: 12. something you hate.  People who don\'t believe abortion should be kept safe and sterile. #SemST','Legalization of Abortion',FAVOR
'Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST','Legalization of Abortion',FAVOR
'@Cody_Fulk92 @ntfem @brettzawesome Actually, child-murder is far worse these days. We live in more savage times. #SemST','Legalization of Abortion',AGAINST
'I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST','Legalization of Abortion',FAVOR
'Looking forward to the protest today. I can\'t be there long but I hope my signs will. #Kingston #protesters #SemST','Legalization of Abortion',AGAINST
'Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST','Legalization of Abortion',AGAINST
'It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST','Legalization of Abortion',FAVOR
'I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST','Legalization of Abortion',FAVOR
'Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST','Legalization of Abortion',AGAINST
'RT @GuyForChrist: God is the author of life and nobody has the right to take it. #SemST','Legalization of Abortion',AGAINST
'@WomanMDsGuide I thought they wanted less unwed mommas and less abortion. #confused #tcot #feminism #SemST','Legalization of Abortion',AGAINST
'We need more public funding for birth control, condoms and abortions, especially abortions. #budget2015 #Election2016 #SemST','Legalization of Abortion',FAVOR
'I will visit PEI when all women can get a lawful medical abortion on the island. #Cdnpoli #peipoli #womensrights #SemST','Legalization of Abortion',FAVOR
'PRAISE REPORT Two babies savedOne in Dallas TX&in Charlotte NC  If we put forth effort with prayer- miracle\'s happen  #SemST','Legalization of Abortion',AGAINST
'@WBCBowie NY pastors need to call their State Senators and stop this barbaric bill!istorture #SemST','Legalization of Abortion',AGAINST
'I support @GovMikeHuckabee because I want to see Planned Parenthood gone. #SemST','Legalization of Abortion',AGAINST
'@BernieSanders if men were the ones that got preganant this would be a non issue in America #Bernie2016 #WomensRights #Solidarity #SemST','Legalization of Abortion',FAVOR
'DEAR PROABORTS: Using BAD grammar and FILTHY language and INTIMIDATION makes you look ignorant, inept and desperate. #GodWins #SemST','Legalization of Abortion',AGAINST
'Our #TruthTour cont\' in the @CityOttawa as we show the humanity of the unborn & inhumanity of abortion! #cdnpoli #Ottawa #onpoli #SemST','Legalization of Abortion',AGAINST
'Good thing I don\'t live in Kingston woulda started a riot by now with this \'pro-life\' protest #SemST','Legalization of Abortion',FAVOR
'We must love our neighbor as being made in the image of God and as an object of His love. ~ Saint Vincent de Paul #SemST','Legalization of Abortion',AGAINST
'@micknugent What nonsense is this colleague of yours writing about?? #everylifematters #SemST','Legalization of Abortion',AGAINST
'@eilistweets  Surprised? A poll sponsored by biased @AmnestyIreland was always going to give a pro-abortion result #repealthe8th #SemST','Legalization of Abortion',AGAINST
'@notmuchelse And accepting with love any children arising from Union of marriage or at least taking responsibility for life created #SemST','Legalization of Abortion',AGAINST
'@notmuchelse Then make sure Udon\'t get pregnant. And don\'t KILL your child if you do! You are the mom RESPONSIBLE 4child\'s life! #SemST','Legalization of Abortion',AGAINST
'@djred678 : My views are my own. #AllLivesMatter #PrebornLivesMatter #AbortionIsViolence #Whyi\'mNotVotingForHillary #SemST','Legalization of Abortion',AGAINST
'Pro Choice? Just choose to kill yourself after your baby is born. #SemST','Legalization of Abortion',AGAINST
'Basically this documentary is \"\"You kill babies so we\'re going to kill you\"\" Lol the irony of pro-lifers. #aftertiller #SemST','Legalization of Abortion',FAVOR
'#populationcontrol = controlling the incoming generations. that\'s why there\'s #demographicwinter  #epicfail  #philippines #rhlaw. #SemST','Legalization of Abortion',AGAINST
'@bradfischetti just wanted to say that I appreciate the pro life stance. A lot of celebrities are afraid to show a bold stance #LFO #SemST','Legalization of Abortion',AGAINST
'Dear America: If only a 3D ultrasound picture could evoke the same emotional response. #lifeisprecious #SemST','Legalization of Abortion',AGAINST
'There weren\'t any volunteers outside abortion clinic when she had her abortion bcs there aren\'t enough of us. Can you join us? 2/2 #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban So you\'ve blown right past the whole \"\"women stopped dying after RvW\"\" thing. #prolifelie #hashtagitall #SemST','Legalization of Abortion',AGAINST
'@GBPstaff 1999 Meet the Press admitted to being Very Pro-Choice even with late term & Partial Birth Abortions.  He\'s sick!  #SemST','Legalization of Abortion',AGAINST
'For great is thy mercy toward me; & thou hast delivered my soul from an evil place. Amen #Christian #SemST','Legalization of Abortion',AGAINST
'@notmuchelse It is no less your child before or after birth. One continuum of life. #SemST','Legalization of Abortion',AGAINST
'These dems\' lack of compassion for unborn babies who receive prenatal diagnoses is appalling #theyfeelpain #SemST','Legalization of Abortion',AGAINST
'PRAYERS FOR BABIES Three babies in urgent need of prayer and intervention in Dallas TX  And another in Montgomery AL  #SemST','Legalization of Abortion',AGAINST
'@notmuchelse NO new human individual formed at conception! Full complement of human chromosomes unique individual DNA and alive. #SemST','Legalization of Abortion',AGAINST
'FYI: Unborn babies diagnosed with a disability in the womb can feel pain just as much as a baby without a diagnosis #theyfeelpain #SemST','Legalization of Abortion',AGAINST
',@CoraSherlock When is Ms C case you\'ve been promising happening? When\'ll a court be asked adjudicate her claims? #repealthe8th #SemST','Legalization of Abortion',AGAINST
'asked a protester-u\'ll fund the moms?Yes-So #announced it in DT #hamont-yo ppl #NoAbortion=these ppl wth picz will pay 4yo\' kids #SemST','Legalization of Abortion',AGAINST
'Congrats to my friends at @SBAList and @WRTL for their commitment in getting Pain-Capable Act passed. #wiright #theyfeelpain #SemST','Legalization of Abortion',AGAINST
'How can someone be calling for abortion in a speech and end it with \"\"God bless America\"\"? #righttolife #SemST','Legalization of Abortion',AGAINST
'@HillaryClinton #gop as whole party has backwards ideas on #immigration #votingrights #womensright #civilrights. #healthcare #dapa #SemST','Legalization of Abortion',AGAINST
'@irritatedwoman I don\'t know about you, but I didn\'t vote for the GOP to capitulate to the Dems. #AllLivesMatter #SemST','Legalization of Abortion',AGAINST
'Was at the planned parenthood protest in #fitchburg today with the image of Our Lady of America #catholic #SemST','Legalization of Abortion',AGAINST
'@notmuchelse Don\'t get pregnant! Make sure you don\'t get pregnant if you\'d just kill your child if you do! @chooseliferacer #SemST','Legalization of Abortion',AGAINST
'I am Nazi Holocaust survivor and I say that Abortion is America\'s Holocaust! -Sibylle Heidrich von Campe #holocaust #SemST','Legalization of Abortion',AGAINST
'@FeministSpag @1310edhand @1310news we do care about the hurt inflicted upon preborn children through #abortion. #TruthTour #Ottawa #SemST','Legalization of Abortion',AGAINST
'@JaxLeSigh Evidence proves that morbidity & mortality rates of legal abortion r a lot higher dan carrying pregnancy 2 term #teens #SemST','Legalization of Abortion',AGAINST
'RT DavidHarris707: MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST','Legalization of Abortion',AGAINST
'MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST','Legalization of Abortion',AGAINST
'Lord Jesus,Touch my life with your saving power, heal and restore me to      fullnessof life. #SemST','Legalization of Abortion',AGAINST
'I\'m against abortion, gay marriage, AND Donald Trump for President. #gaymarriage #DonaldTrump #SemST','Legalization of Abortion',AGAINST
'Hail (Mary), full of grace! The Lord is with you. (Luke 1:28) #SemST','Legalization of Abortion',AGAINST
'you can\'t say you support women\'s rights but be against abortion #SemST','Legalization of Abortion',AGAINST
'Natural family planning isn\'t \"\"planning\"\" at all since it just doesn\'t work. #SemST','Legalization of Abortion',AGAINST
'RT @RandForeman: It\'s so easy to be Pro-Choice, especially when you\'re not the one getting your skull crushed. #SemST','Legalization of Abortion',AGAINST
'#ChildrensCentre\'s in the #UK have stay & play sessions for very young / single parents  #childcare #parenting #SemST','Legalization of Abortion',AGAINST
'@LibertyBleeds every one in Congress should attend an abortion procedure especially partial birth that they VOTE FOR #ccot #tcot #SemST','Legalization of Abortion',AGAINST
'@RickSantorum: I don\'t *believe* life begins at conception--I *know* life begins at conception. #nrlc2015 #SemST','Legalization of Abortion',AGAINST
'Before I formed you in the womb I knew you, before you were born I set you apart - Jeremiah 1:5 #Godislove #youareloved #SemST','Legalization of Abortion',AGAINST
'@DaRealMonieLove or these dumb anti-abortion #showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! #SemST','Legalization of Abortion',FAVOR
'I was an accidental baby and as far as I know, my parents were happy to have me. #thanksmom #SemST','Legalization of Abortion',AGAINST
'Fallopians 3:16 \"\"Not your fuckin\' pregnancy - not your fuckin\' business!\"\"  #SemST','Legalization of Abortion',FAVOR
'Babies are humans to support the prolife movement #SemST','Legalization of Abortion',AGAINST
'@ubiquity75 @Aaron_Hamm well said. Men are playing political football with women\'s right to have control over our bodies. #fail #SemST','Legalization of Abortion',FAVOR
'@toby_dorena Pregnant people have more than heartbeats. They have feelings, and the ability to make decisions about their health. #SemST','Legalization of Abortion',FAVOR
'@FactsVsOpinion these poor souls won\'t be anything in the future @PPact encouraged women to murder babies. #BlackLivesMatter #SemST','Legalization of Abortion',AGAINST
'@JujuChangABC abortions should never be illegal. It should be the pregnant person\'s choice. Especially if that person was rape #SemST','Legalization of Abortion',FAVOR
'@laurawrpie what do u call #teens hu got #pregnant even while ingesting contraceptives? success? Can a chaste girl get pregnant? #SemST','Legalization of Abortion',AGAINST
'The beauty of the morning seems ruined knowing abortion clinics open soon. Another day of 900+ lives lost to @PPact & friends.      #SemST','Legalization of Abortion',AGAINST
'@cbrangel so, you support the choice of wether or not you\'d like to kill someone? Would you kill a born baby? #SemST','Legalization of Abortion',AGAINST
'For he who avenges blood remembers, he does not ignore the cry of the afflicted. ~ Ps 9:12 #comequicklyLordJesus #SemST','Legalization of Abortion',AGAINST
'Life is sacred on all levels. Abortion does not compute with my philosophy. Kate Mulgrew @TheKateMulgrew (Red on #OITNB ) #SemST','Legalization of Abortion',AGAINST
'@ravensymone U refer to \"\"WE\"\" which =\"\"YOU\"\" & a minority of idiots who support #suicide #murder  #death #iLLegalAliens #RavenSymone #SemST','Legalization of Abortion',AGAINST
'Al Robertson\'s mom #DuckDynasty  chose life as an unwed 16 year old. #SemST','Legalization of Abortion',AGAINST
